"","Job.Family","Department.Code","Salaries","Year","Overtime","Union","Total.Benefits","Retirement","Total.Compensation"
"3107","Fire Services","FIR",0,2018,9069.32,"Firefighters,Local 798, Unit 1",156,0,9225.32
"3108","Fire Services","FIR",156784.01,2018,62314.48,"Firefighters,Local 798, Unit 1",48795.35,30850.8,280436.56
"3109","Fire Services","FIR",118915.29,2018,95085.36,"Firefighters,Local 798, Unit 1",46242.1,25184.52,284196.53
"3110","Fire Services","FIR",119778.34,2018,44323.5,"Firefighters,Local 798, Unit 1",45404.56,25093.46,238450.41
"3111","Fire Services","FIR",88939.8,2018,18329.38,"Firefighters,Local 798, Unit 1",33807.52,18923.56,158203.52
"3112","Fire Services","FIR",120745.48,2018,13351.53,"Firefighters,Local 798, Unit 1",44503.94,24734.32,198767.59
"3113","Information Systems","FIR",146651.45,2018,0,"Prof & Tech Eng, Local 21",52686.55,27422.83,199338
"3114","Fire Services","FIR",118915.32,2018,90501.13,"Firefighters,Local 798, Unit 1",45455.43,24516.88,275983.74
"3115","Fire Services","FIR",118915.3,2018,43728.4,"Firefighters,Local 798, Unit 1",44249.34,24296.8,220085.1
"3116","Fire Services","FIR",79560.26,2018,18914.15,"Firefighters,Local 798, Unit 1",35046.82,16254.86,141273.08
"3117","Fire Services","FIR",120032.5,2018,13709.41,"Firefighters,Local 798, Unit 1",44294.2,24496.44,197414.31
"3118","Fire Services","FIR",133837.27,2018,19900.65,"Firefighters,Local 798, Unit 1",46941.96,26815.82,228785.27
"3119","Fire Services","FIR",190143.54,2018,1340.21,"Firefighters,Local 798, Unit 1",55692.41,38107.71,266879.51
"3120","Fire Services","FIR",108934.89,2018,25954.29,"Firefighters,Local 798, Unit 1",43190.15,23408.5,195569.18
"3121","Fire Services","FIR",109137.91,2018,18938.13,"Firefighters,Local 798, Unit 1",41846.69,22298.97,182815.18
"3122","Fire Services","FIR",131063.4,2018,6154.75,"Firefighters,Local 798, Unit 1",47534.78,27915.24,200738.21
"3123","Fire Services","FIR",179066.09,2018,211240.56,"Firefighters,Local 798, Unit 1",55680.05,34757.33,457692.74
"3124","Fire Services","FIR",118972.87,2018,24385.99,"Firefighters,Local 798, Unit 1",45918.6,26021.9,215469.44
"3125","Fire Services","FIR",131712.53,2018,11202.48,"Firefighters,Local 798, Unit 1",46695.86,26907.48,210566.83
"3126","Fire Services","FIR",132335.34,2018,14759.55,"Firefighters,Local 798, Unit 1",46435.51,26788.66,200834.24
"3127","Fire Services","FIR",134950.49,2018,0,"Firefighters,Local 798, Unit 1",41310.65,27049.68,190445.16
"3128","Fire Services","FIR",120066.04,2018,2.62,"Firefighters,Local 798, Unit 1",44204,24609.95,183980.15
"3129","Fire Services","FIR",138759.72,2018,28471.91,"Firefighters,Local 798, Unit 1",47870,27645.84,228095.89
"3130","Fire Services","FIR",118915.32,2018,51745.76,"Firefighters,Local 798, Unit 1",44682.4,24375.12,235115.36
"3131","Fire Services","FIR",120032.55,2018,10761.61,"Firefighters,Local 798, Unit 1",44795.5,25020.82,197710.03
"3132","Fire Services","FIR",118251.96,2018,34604,"Firefighters,Local 798, Unit 1",44243.36,24389.57,217491.33
"3133","Fire Services","FIR",57862.84,2018,0,"Firefighters,Local 798, Unit 1",21318.47,11847.37,87155.35
"3134","Fire Services","FIR",120261.58,2018,3586.06,"Firefighters,Local 798, Unit 1",46497.51,27068.75,199009.16
"3135","Fire Services","FIR",120032.5,2018,40031.55,"Firefighters,Local 798, Unit 1",44192.24,23973.48,224096.08
"3136","Fire Services","FIR",121392.74,2018,383.43,"Firefighters,Local 798, Unit 1",42492.95,23559.8,178380.16
"3137","Fire Services","FIR",178883.17,2018,33776.42,"Firefighters,Local 798, Unit 1",53127.56,35199.18,280097.78
"3138","Fire Services","FIR",139291.65,2018,37122.57,"Firefighters,Local 798, Unit 1",49809.62,29387.5,240986.36
"3139","Fire Services","FIR",126038.71,2018,3192.67,"Firefighters,Local 798, Unit 1",45239.43,25743.55,183769.65
"3140","Fire Services","FIR",124981.55,2018,10369.43,"Firefighters,Local 798, Unit 1",44519.68,25364.2,197792.43
"3141","Fire Services","FIR",136895.88,2018,62630.87,"Firefighters,Local 798, Unit 1",50331.78,29571.1,276942.3
"3142","Fire Services","FIR",119285.6,2018,7887.67,"Firefighters,Local 798, Unit 1",41886.7,24254.23,182891.29
"3143","Fire Services","FIR",127353.77,2018,2057.27,"Firefighters,Local 798, Unit 1",46607.46,26995.97,189390.45
"3144","Fire Services","FIR",127353.79,2018,12660.64,"Firefighters,Local 798, Unit 1",44913.69,25265.92,189266.39
"3145","Fire Services","FIR",119823.82,2018,2665.34,"Firefighters,Local 798, Unit 1",42412.35,23135.02,177724.29
"3146","Fire Services","FIR",110039.08,2018,9371.8,"Firefighters,Local 798, Unit 1",39919.21,21894,173734.48
"3147","Fire Services","FIR",139503.02,2018,27209.43,"Firefighters,Local 798, Unit 1",50355.64,29922.24,241803.58
"3148","Fire Services","FIR",143266.08,2018,15584.17,"Firefighters,Local 798, Unit 1",45156.9,28190.9,215468.43
"3149","Fire Services","FIR",119005.46,2018,18845.71,"Firefighters,Local 798, Unit 1",44014.86,24392.26,201497.25
"3150","Fire Services","FIR",109218.77,2018,59756.39,"Firefighters,Local 798, Unit 1",43942.15,23572.04,231148.15
"3151","Fire Services","FIR",134258.01,2018,7855.65,"Firefighters,Local 798, Unit 1",45907.98,26135.35,199635.12
"3152","Fire Services","FIR",86559.97,2018,1323.35,"Firefighters,Local 798, Unit 1",34667.13,17685.07,130211.75
"3153","Fire Services","FIR",94924.23,2018,34309.78,"Firefighters,Local 798, Unit 1",39736.62,20122.41,182632.31
"3154","Fire Services","FIR",170326.52,2018,26269.06,"Firefighters,Local 798, Unit 1",57533.17,36637.85,285909.13
"3155","Fire Services","FIR",118915.32,2018,0,"Firefighters,Local 798, Unit 1",43742.11,24375.11,182309.81
"3156","Fire Services","FIR",118915.28,2018,48968.41,"Firefighters,Local 798, Unit 1",44741.11,24487.83,232751.21
"3157","Fire Services","FIR",120066.04,2018,44449.23,"Firefighters,Local 798, Unit 1",45341.58,24941.13,235872.99
"3158","Fire Services","FIR",89572.8,2018,8555.66,"Firefighters,Local 798, Unit 1",34086.01,18270.17,146320.7
"3159","Fire Services","FIR",95214.4,2018,17449.91,"Firefighters,Local 798, Unit 1",37835.81,18883.7,158379.12
"3160","Budget, Admn & Stats Analysis","FIR",73600,2018,0,"SEIU, Local 1021, Misc",34620.01,14119.64,108220.01
"3161","Fire Services","FIR",143266.09,2018,0,"Firefighters,Local 798, Unit 1",44415.2,27668.86,196277.25
"3162","Fire Services","FIR",120066,2018,15037.1,"Firefighters,Local 798, Unit 1",44478.89,24609.94,199914
"3163","Fire Services","FIR",158576,2018,36273.28,"Firefighters,Local 798, Unit 1",47770.52,30625.58,252823.36
"3164","Fire Services","FIR",131974.89,2018,20633.31,"Firefighters,Local 798, Unit 1",46893.24,26972.45,215576.01
"3165","Fire Services","FIR",89081.19,2018,8766.76,"Firefighters,Local 798, Unit 1",31248.53,17555.44,136069.01
"3166","Fire Services","FIR",139502.19,2018,5588.58,"Firefighters,Local 798, Unit 1",48588.4,28576.26,212520.06
"3167","Fire Services","FIR",76090,2018,11022.76,"Firefighters,Local 798, Unit 1",25666.99,15308.58,200911.34
"3168","Fire Services","FIR",124732.48,2018,6586.87,"Firefighters,Local 798, Unit 1",40633.33,23752.41,178036.67
"3169","Fire Services","FIR",53873.61,2018,364.51,"Firefighters,Local 798, Unit 1",20276.86,11304.45,133796.46
"3170","Purchasing & Storekeeping","FIR",64227.01,2018,0,"SEIU, Local 1021, Misc",32086.47,12438.82,96925.48
"3171","Fire Services","FIR",73225.2,2018,0,"Firefighters,Local 798, Unit 1",23700.79,15021.74,173235.75
"3172","Fire Services","FIR",189393.26,2018,49653.54,"Firefighters,Local 798, Unit 2",63176.65,40257.51,334555.71
"3173","Fire Services","FIR",191226.05,2018,25363.43,"Firefighters,Local 798, Unit 2",59810.85,40611.78,309126.27
"3174","Fire Services","FIR",0,2018,98.53,"Firefighters,Local 798, Unit 1",1.7,0,100.23
"3175","Fire Services","FIR",116177.12,2018,8061,"Firefighters,Local 798, Unit 1",36887.46,21166.61,162105.48
"3176","Fire Services","FIR",120238.64,2018,3456.55,"Firefighters,Local 798, Unit 1",46850.89,27279.41,193751.38
"3177","Fire Services","FIR",0,2018,616.99,"Firefighters,Local 798, Unit 2",10.62,0,627.61
"3178","Fire Services","FIR",0,2018,474.8,"Firefighters,Local 798, Unit 1",8.16,0,482.96
"3179","Fire Services","FIR",120066.06,2018,20951.54,"Firefighters,Local 798, Unit 1",44466.44,24609.95,205526.67
"3180","Fire Services","FIR",94453.71,2018,10575.26,"Firefighters,Local 798, Unit 1",37713.35,18674.51,149529.56
"3181","Fire Services","FIR",9590.51,2018,0,"Firefighters,Local 798, Unit 1",754.99,0,10482.25
"3182","Fire Services","FIR",120032.54,2018,178.31,"Firefighters,Local 798, Unit 1",43387.32,23853.96,179186.03
"3183","Fire Services","FIR",120032.48,2018,9199.34,"Firefighters,Local 798, Unit 1",44417.61,24624.31,198986.78
"3184","Fire Services","FIR",159305.8,2018,108619.69,"Firefighters,Local 798, Unit 1",54772.2,32652.82,342610.8
"3185","Fire Services","FIR",117222.7,2018,54658.43,"Firefighters,Local 798, Unit 1",43805.15,23814.55,233798.79
"3186","Fire Services","FIR",120019.45,2018,40356.39,"Firefighters,Local 798, Unit 1",43282.8,23179.01,215847.4
"3187","Fire Services","FIR",93373.92,2018,0,"Firefighters,Local 798, Unit 1",35236.3,19974.87,148412.65
"3188","Fire Services","FIR",139808.3,2018,76876.9,"Firefighters,Local 798, Unit 1",49483.38,28384.47,284210.68
"3189","Fire Services","FIR",220920.8,2018,20092.9,"Firefighters,Local 798, Unit 2",67243.96,44279.26,331038.45
"3190","Fire Services","FIR",139503.01,2018,7543.63,"Firefighters,Local 798, Unit 1",47175.09,27250.44,208554.51
"3191","Fire Services","FIR",120079.08,2018,59373.71,"Firefighters,Local 798, Unit 1",46084.72,25399.96,251838.25
"3192","Fire Services","FIR",159261.47,2018,40356.62,"Firefighters,Local 798, Unit 1",54306.58,33317.18,278877.2
"3193","Fire Services","FIR",0,2018,27.03,"Firefighters,Local 798, Unit 1",0.46,0,27.49
"3194","Fire Services","FIR",26166.17,2018,2033.83,"Firefighters,Local 798, Unit 1",9845.58,5275.21,39846.96
"3195","Fire Services","FIR",79633,2018,2.57,"Firefighters,Local 798, Unit 1",16744.68,16596.11,103220.4
"3196","Fire Services","FIR",81754.5,2018,26684.64,"Firefighters,Local 798, Unit 1",30259.36,16311.1,143603.12
"3197","Med Therapy & Auxiliary","HOM",74314,2018,0,"SEIU, Local 1021, Misc",34702.33,14256.64,109016.33
"3198","Human Services","HOM",119928.82,2018,0,"SEIU, Local 1021, Misc",50425.82,22697.36,170354.64
"3199","Med Therapy & Auxiliary","HOM",39465.65,2018,0,"SEIU, Local 1021, Misc",19362.06,7769.65,65388.03
"3200","Personnel","HRD",69536.8,2018,0,"SEIU, Local 1021, Misc",33278.77,13339.64,102815.57
"3201","Personnel","HRD",3826.94,2018,29.59,"SEIU, Local 1021, Misc",299.32,0,4155.85
"3202","Clerical, Secretarial & Steno","HRD",49924.6,2018,0,"SEIU, Local 1021, Misc",30447.5,11261.64,80372.1
"3203","Clerical, Secretarial & Steno","HSA",68250.07,2018,0,"SEIU, Local 1021, Misc",32888.96,13093.29,101139.03
"3204","Human Services","HSA",108216.97,2018,4362.98,"SEIU, Local 1021, Misc",45159.38,21137.33,161294.22
"3205","Clerical, Secretarial & Steno","HSA",65007.54,2018,0,"SEIU, Local 1021, Misc",32578.57,12590.94,98209.89
"3206","Fire Services","FIR",537.9,2018,0,"Firefighters,Local 798, Unit 1",42.18,0,585.68
"3207","Personnel","HRD",420.8,2018,98.63,"SEIU, Local 1021, Misc",40.31,0,559.74
"3208","Personnel","HRD",420.8,2018,98.63,"SEIU, Local 1021, Misc",40.31,0,559.74
"3209","Community Development","HSA",90338.02,2018,0,"SEIU, Local 1021, Misc",39355.15,17330.76,129693.17
"3210","Fire Services","FIR",82082.2,2018,12728.24,"Firefighters,Local 798, Unit 1",34986.86,16055.7,134323.78
"3211","Management","HOM",114234.15,2018,0,"Municipal Exec Assoc, Misc",47665.95,21346.89,161900.1
"3212","Budget, Admn & Stats Analysis","HOM",47250.06,2018,0,"SEIU, Local 1021, Misc",20825.57,9095.67,68625.69
"3213","Human Services","HOM",88667.26,2018,0,"SEIU, Local 1021, Misc",38542.87,17009.92,127210.13
"3214","Budget, Admn & Stats Analysis","HRD",32607.3,2018,0,"Prof & Tech Eng, Local 21",10815.25,7372.58,43422.55
"3215","Fire Services","FIR",82144.29,2018,136.95,"Firefighters,Local 798, Unit 1",34999.79,16300.41,123239.64
"3216","Fire Services","FIR",65542.49,2018,7602.65,"Firefighters,Local 798, Unit 1",26758.73,11961.87,101451.25
"3217","Personnel","HRD",103852.14,2018,0,"Prof & Tech Eng, Local 21",40283.36,19680.34,144135.5
"3218","Personnel","HRD",35978.65,2018,499.11,"Misc. Unrepresented Employees",9954.75,1605.17,46472.51
"3219","Personnel","HRD",5748.41,2018,197.25,"SEIU, Local 1021, Misc",461.48,0,6407.14
"3220","Personnel","HRD",1183.27,2018,29.59,"SEIU, Local 1021, Misc",94.13,0,1306.99
"3221","Personnel","HRD",74630.34,2018,0,"Prof & Tech Eng, Local 21",19861.51,13924.6,94491.85
"3222","Human Services","HSA",85196.01,2018,6006.37,"SEIU, Local 1021, Misc",38498.92,16464.04,130325.3
"3223","Information Systems","HSA",141110.02,2018,0,"Prof & Tech Eng, Local 21",51619.96,26387.16,192729.98
"3224","Fire Services","FIR",22184.16,2018,0,"Firefighters,Local 798, Unit 1",1731.84,0,24044.75
"3225","Human Services","HOM",96112.99,2018,0,"SEIU, Local 1021, Misc",40435.63,18439.92,136548.62
"3226","Med Therapy & Auxiliary","HOM",56264.6,2018,0,"SEIU, Local 1021, Misc",31621.62,12692.53,87886.22
"3227","Personnel","HRD",802.31,2018,0,"SEIU, Local 1021, Misc",62.27,0,864.58
"3228","Personnel","HRD",494.35,2018,0,"SEIU, Local 1021, Misc",38.37,0,532.72
"3229","Human Services","HSA",108310.01,2018,10472.65,"SEIU, Local 1021, Misc",45559.97,21264.97,167747.34
"3230","Human Services","HSA",108310.02,2018,26308.88,"SEIU, Local 1021, Misc",46853.75,21520.26,188426.24
"3231","Human Services","HSA",94442.04,2018,10984.61,"SEIU, Local 1021, Misc",41446.96,18237.9,147497.61
"3232","Human Services","HSA",81346.85,2018,1492.05,"SEIU, Local 1021, Misc",36692.55,15980.33,121467.7
"3233","Fire Services","FIR",78931.21,2018,3846.33,"Firefighters,Local 798, Unit 1",34540.65,16124.74,125097.03
"3234","Budget, Admn & Stats Analysis","HRD",12897.3,2018,0,"Prof & Tech Eng, Local 21",5622.85,2464.68,18520.15
"3235","Clerical, Secretarial & Steno","HSA",68250.07,2018,0,"SEIU, Local 1021, Misc",33092.31,13213,101966.38
"3236","Legal & Court","HSA",205368.04,2018,0,"Municipal Attorneys Assoc",66945.3,39165.54,276390.7
"3237","Human Services","HSA",85196.01,2018,1461.6,"SEIU, Local 1021, Misc",38540.24,16724.86,127181.85
"3238","Untitled","HRC",2,2018,0,"Commissioner No Benefits",0.16,0,2.16
"3239","Human Services","HSA",0,2018,0,"SEIU, Local 1021, Misc",940.92,0,1173.12
"3240","Human Services","HSA",121242.44,2018,0,"SEIU, Local 1021, Misc",46949.8,22787.74,168813.54
"3241","Human Services","HSA",94442.02,2018,312.69,"SEIU, Local 1021, Misc",40499.24,18237.9,135877.95
"3242","Information Systems","HSA",111993.2,2018,0,"Prof & Tech Eng, Local 21",44773.1,21484.24,156766.3
"3243","Management","HSA",154012.04,2018,0,"Municipal Exec Assoc, Misc",57439.41,28797.7,211451.45
"3244","Budget, Admn & Stats Analysis","HRC",89092,2018,0,"SEIU, Local 1021, Misc",38864.87,17091.74,127956.87
"3245","Clerical, Secretarial & Steno","HRC",52993.2,2018,0,"SEIU, Local 1021, Misc",23437.97,5440.16,76431.17
"3246","Human Services","HSA",85196.01,2018,444.62,"SEIU, Local 1021, Misc",37972.59,16732.53,125637.22
"3247","Human Services","HSA",94442,2018,0,"SEIU, Local 1021, Misc",40325.06,18118.14,134767.06
"3248","Human Services","HSA",85196,2018,7519.8,"SEIU, Local 1021, Misc",38616.7,16464.04,131956.5
"3249","Human Services","HSA",94442.03,2018,25220.36,"SEIU, Local 1021, Misc",42868.88,18517.87,164615.27
"3250","Fire Services","FIR",78842.25,2018,4892.92,"Firefighters,Local 798, Unit 1",34845.71,16107.61,126116.15
"3251","Management","HRD",1685.84,2018,0,"Municipal Exec Assoc, Misc",130.85,0,1816.69
"3252","Fire Services","FIR",104778.72,2018,13537.3,"Firefighters,Local 798, Unit 1",37343.79,21122.78,165163.01
"3253","Legal & Court","HRD",96818,2018,0,"SEIU, Local 1021, Misc",41300.73,18693.62,138742.73
"3254","Management","HRD",185736.02,2018,0,"Municipal Exec Assoc, Misc",60611.22,34772.54,256806.83
"3255","Legal & Court","HRD",96818,2018,0,"SEIU, Local 1021, Misc",41012.55,18693.62,138454.55
"3256","Information Systems","HRD",132878.01,2018,0,"Prof & Tech Eng, Local 21",49500.46,24847.8,182378.47
"3257","Legal & Court","HRD",90504.62,2018,0,"SEIU, Local 1021, Misc",39340.71,17361.62,129845.33
"3258","Personnel","HRD",14261.14,2018,158.41,"SEIU, Local 1021, Misc",1134.92,0,15554.47
"3259","Fire Services","FIR",102652.4,2018,24137.34,"Firefighters,Local 798, Unit 1",35616.57,19690.11,166797.03
"3260","Fire Services","FIR",77947.7,2018,3615.81,"Firefighters,Local 798, Unit 1",34507.61,15649.31,122238.63
"3261","Fire Services","FIR",77223.77,2018,6870.81,"Firefighters,Local 798, Unit 1",33931.65,15130.48,121600.45
"3262","Fire Services","FIR",77947.71,2018,12609.99,"Firefighters,Local 798, Unit 1",34835.11,15723.4,131286.71
"3263","Personnel","HRD",16772.99,2018,89.66,"SEIU, Local 1021, Misc",1327.32,0,18189.97
"3264","Personnel","HRD",70484.04,2018,0,"SEIU, Local 1021, Misc",33834.54,13521.98,104318.58
"3265","Human Services","HSA",108310,2018,0,"SEIU, Local 1021, Misc",44357.35,20898.24,153291.35
"3266","Human Services","HSA",87806.02,2018,1610.85,"SEIU, Local 1021, Misc",39378.91,17264.1,130979.78
"3267","Information Systems","HSA",130332.34,2018,0,"Prof & Tech Eng, Local 21",49263.55,24371.67,179595.89
"3268","Fire Services","FIR",86202.25,2018,19505.33,"Firefighters,Local 798, Unit 1",37344.69,18130.13,155997.11
"3269","Fire Services","FIR",68485.06,2018,5204.63,"Firefighters,Local 798, Unit 1",19782.92,5828.56,94823.38
"3270","Personnel","HRD",108602.27,2018,0,"Prof & Tech Eng, Local 21",44041.4,20833.51,152643.67
"3271","Clerical, Secretarial & Steno","HSA",12945,2018,0,"SEIU, Local 1021, Misc",6430.75,2515,19854.38
"3272","Budget, Admn & Stats Analysis","HSA",89092.07,2018,0,"SEIU, Local 1021, Misc",39117.93,17211.5,128834
"3273","Fire Services","FIR",84872.47,2018,78.36,"Firefighters,Local 798, Unit 1",36686.36,17992.34,134097
"3274","Fire Services","FIR",4885.93,2018,0,"Firefighters,Local 798, Unit 1",395.64,0,5493.08
"3275","Fire Services","FIR",537.9,2018,0,"Firefighters,Local 798, Unit 1",42.07,0,584.17
"3276","Fire Services","FIR",9913.88,2018,0,"Firefighters,Local 798, Unit 1",805.33,0,11181.19
"3277","Fire Services","FIR",17921.8,2018,0,"Firefighters,Local 798, Unit 1",8032.83,3363.91,25954.63
"3278","Fire Services","FIR",57232.22,2018,3498.47,"Firefighters,Local 798, Unit 1",25451.34,11165.31,89242.83
"3279","Human Services","HSA",94442.01,2018,6143.62,"SEIU, Local 1021, Misc",40870.17,18410.46,142979.8
"3280","Fire Services","FIR",82948.05,2018,8505.48,"Firefighters,Local 798, Unit 1",35045.03,17202.94,135075.81
"3281","Fire Services","FIR",56486.59,2018,121.85,"Firefighters,Local 798, Unit 1",25068.99,11013.55,84820.24
"3282","Fire Services","FIR",57232.22,2018,1275.15,"Firefighters,Local 798, Unit 1",13999.87,11165.31,75307.06
"3283","Personnel","HRD",420.8,2018,98.63,"SEIU, Local 1021, Misc",40.31,0,559.74
"3284","Personnel","HRD",88140.91,2018,0,"Prof & Tech Eng, Local 21",37602.08,16913.17,125742.99
"3285","Personnel","HRD",56199.01,2018,0,"SEIU, Local 1021, Misc",30964.37,11823.14,87473.38
"3286","Management","HSA",147133.52,2018,0,"Municipal Exec Assoc, Misc",57416.57,27510.37,204550.09
"3287","Community Development","HSA",88577.11,2018,0,"SEIU, Local 1021, Misc",38330.39,17104.85,127504.2
"3288","Budget, Admn & Stats Analysis","HSA",96818.04,2018,0,"SEIU, Local 1021, Misc",41300.73,18693.62,138742.77
"3289","Purchasing & Storekeeping","FIR",92604.44,2018,29581,"Prof & Tech Eng, Local 21",41941.05,17764.06,164126.49
"3290","Fire Services","FIR",11230.65,2018,0,"Firefighters,Local 798, Unit 1",4995.3,2105.41,16425.26
"3291","Human Services","HSA",85196,2018,0,"SEIU, Local 1021, Misc",37766.98,16491.82,123731.98
"3292","Human Services","HSA",85196.01,2018,0,"SEIU, Local 1021, Misc",38114.22,16464.04,123934.23
"3293","Payroll, Billing & Accounting","HSA",0,2018,0,"SEIU, Local 1021, Misc",809.92,0,11397.15
"3294","Human Services","HSA",84930.75,2018,5301.57,"SEIU, Local 1021, Misc",38387.73,16577.15,130100.05
"3295","Information Systems","HSA",107206.02,2018,0,"Prof & Tech Eng, Local 21",43456.42,20566.84,150662.44
